IP,ytg_refer_date,request_time,ytg_refer_url,tool_req_date,request_time,refer_url,req_URL,RC,req_type,req_tag
103.84.178.39,2021-08-13,03:46:12,https://www.youtube.com/,2021-08-26,02:29:34,https://nanohub.org/tools/senstran/invoke/74,/tools/senstran_r74/session?sess=1879274,200,tool,senstran_r74
103.99.192.2,2021-08-11,23:16:59,https://www.youtube.com/watch?v=5eG6CvcEHJ8&list=PLtkeUZItwHK6F4a4OpCOaKXKmYBKGWcHi,2021-08-23,01:42:18,https://www.google.com/,/resources/meep,200,tool,meep
103.99.192.2,2021-08-11,23:16:59,https://www.youtube.com/watch?v=5eG6CvcEHJ8&list=PLtkeUZItwHK6F4a4OpCOaKXKmYBKGWcHi,2021-08-17,02:30:52,https://www.google.com/,/resources/straincomp,200,tool,straincomp
104.186.143.89,2021-08-20,21:56:11,https://www.youtube.com/,2021-08-20,21:53:52,https://www.youtube.com/,/tools/intromllab,200,tool,intromllab
104.186.143.89,2021-08-20,21:56:11,https://www.youtube.com/,2021-08-20,21:53:41,https://www.youtube.com/,/tools/jupyter,200,tool,jupyter
104.244.209.54,2021-08-11,19:38:25,https://www.youtube.com/,2021-08-11,19:38:25,https://www.youtube.com/,/resources/agpvsim,200,tool,agpvsim
107.77.229.22,2021-08-21,18:49:19,https://www.youtube.com/,2021-08-21,18:49:23,,/tools/imagesegment,200,tool,imagesegment
108.28.245.239,2021-08-08,10:23:30,https://www.youtube.com/,2021-08-07,22:10:24,https://www.google.com/,/resources/handsonpinns,200,tool,handsonpinns
108.55.6.44,2021-08-15,23:13:01,https://www.youtube.com/,2021-08-15,23:10:02,,/tools,200,tool,
108.55.6.44,2021-08-15,23:13:01,https://www.youtube.com/,2021-08-15,23:11:04,https://nanohub.org/tools/intromllab/wiki,/tools/images/forge.png,200,tool,images
108.55.6.44,2021-08-15,23:13:01,https://www.youtube.com/,2021-08-15,23:12:50,https://www.youtube.com/,/tools/intromllab,200,tool,intromllab
108.55.6.44,2021-08-15,23:13:01,https://www.youtube.com/,2021-08-15,23:13:01,https://www.youtube.com/,/tools/jupyter,200,tool,jupyter
109.171.171.22,2021-08-15,07:17:49,https://www.youtube.com/,2021-08-15,01:15:00,https://www.google.com/,/resources/1091/,200,tool,1091
109.171.171.22,2021-08-15,07:17:49,https://www.youtube.com/,2021-08-15,06:03:28,https://nanohub.org/,/resources/3942/?rev=7,200,tool,3942
109.171.171.22,2021-08-15,07:17:49,https://www.youtube.com/,2021-08-15,05:55:48,https://nanohub.org/tags/negf/tools?sort=date,/resources/angel,200,tool,angel
109.171.171.22,2021-08-15,07:17:49,https://www.youtube.com/,2021-08-15,06:04:36,https://nanohub.org/tags/?task=view&tag=NEGF&limit=1000&limitstart=0&area=tools&sort=date,/resources/cnegfmos,200,tool,cnegfmos
109.171.171.22,2021-08-15,07:17:49,https://www.youtube.com/,2021-08-15,06:04:11,https://nanohub.org/tags/?task=view&tag=NEGF&limit=1000&limitstart=0&area=tools&sort=date,/resources/fettoy,200,tool,fettoy
109.171.171.22,2021-08-15,07:17:49,https://www.youtube.com/,2021-08-15,06:02:06,https://nanohub.org/tags/negf/tools?sort=date,/resources/greentherm,200,tool,greentherm
109.171.171.22,2021-08-15,07:17:49,https://www.youtube.com/,2021-08-15,00:52:54,https://www.google.com/,/resources/Matdcal,200,tool,Matdcal
109.171.171.22,2021-08-15,07:17:49,https://www.youtube.com/,2021-08-15,06:40:48,https://nanohub.org/wiki/Negf,/resources/nanowire,200,tool,nanowire
109.171.171.22,2021-08-15,07:17:49,https://www.youtube.com/,2021-08-15,06:04:02,https://nanohub.org/tags/?task=view&tag=NEGF&limit=1000&limitstart=0&area=tools&sort=date,/resources/omenwire,200,tool,omenwire
109.171.171.22,2021-08-15,07:17:49,https://www.youtube.com/,2021-08-15,05:55:04,https://www.google.com/,/resources/rtdnegf,200,tool,rtdnegf
109.171.171.22,2021-08-15,07:17:49,https://www.youtube.com/,2021-08-15,06:04:03,https://nanohub.org/tags/?task=view&tag=NEGF&limit=1000&limitstart=0&area=tools&sort=date,/resources/slpf,200,tool,slpf
109.171.171.22,2021-08-15,07:17:49,https://www.youtube.com/,2021-08-15,06:03:57,https://nanohub.org/tags/?task=view&tag=NEGF&limit=1000&limitstart=0&area=tools&sort=date,/resources/vides,200,tool,vides
109.171.171.22,2021-08-15,07:17:49,https://www.youtube.com/,2021-08-15,01:15:23,https://nanohub.org/login?return=L3Rvb2xzL2NudGZldC9pbnZva2UvNjg=,/tools/cntfet/invoke/68,302,tool,cntfet
109.171.171.22,2021-08-15,07:17:49,https://www.youtube.com/,2021-08-15,01:13:10,,/tools/nanomos/,200,tool,nanomos
109.228.193.3,2021-08-02,03:27:14,https://www.youtube.com/,2021-08-02,03:35:40,,/tools/intromllab,200,tool,intromllab
110.225.86.65,2021-08-05,02:42:25,https://accounts.google.com/CheckCookie?hl=en&checkedDomains=youtube&checkConnection=youtube%3A834%3A0&client_id=80064560730.apps.googleusercontent.com&chtml=LoginDoneHtml&service=lso&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAPyvjdBuOvBwPzNkfhnMyJ7iR8vnbfHD7if6UEPdjWz8ySn4iQRHQgsMYjE25pAxoNNEUpf1ovE9ZiklTkHlJGC5h9fwm8qI1_KQUmgCcN_zg-RkJLc7iKT-SZ7yAmwHNsdjoFxYxkJ0TifAmjbB9jBgqERUEqTCYsBzyXvZSN5UgDuoCDjo-slkzJpSTsoZ79iUGqsRX71_FxnwfvHXZFyYYVPyRpdyGeftdNhFMO7igdpyTCp4KvptEuyHbeQudPi0ReiKlZwOqTj7tOPQ2HU9As6VJQsVOto7galVVSU_1rwe11WZWVFdAxNsUekzAIL22stf6yVKvvoTVPzkK08_yO7l93YcJPM1LJzi8AlQy2CmowoTfsnWuDDuKJhHPnwiN7J3baVqLQdqwXmur3-U9j-3w%26as%3DS1543583953%253A1628156518193424%26rapt%3DAEjHL4NZHN1Fg79N4C-yquARxypKzWNxwHsb6h7tlq57C1N-ASE3qI5crWv6SidkxFzoapaeozYjX_bAKzwczWKjAHKcxve0UA%23&gidl=EgIIAA,2021-08-05,02:42:27,https://accounts.google.com/,/tools/pntoy/invoke/56,302,tool,pntoy
112.199.246.91,2021-08-26,01:18:18,https://www.youtube.com/,2021-08-26,01:17:45,https://www.google.com/,/tools/crystalviewer,200,tool,crystalviewer
114.130.157.99,2021-08-01,06:43:28,https://www.youtube.com/,2021-08-01,06:41:42,https://accounts.google.com/,/resources/mseml,200,tool,mseml
114.4.79.17,2021-08-11,23:29:29,https://www.youtube.com/,2021-08-12,01:19:49,,/tools/matdatarepo,200,tool,matdatarepo
115.132.6.42,2021-08-01,01:52:36,https://www.youtube.com/,2021-08-01,07:39:50,https://proxy.nanohub.org/,/tools/anonymous/stop?sess=1870512,302,tool,anonymous
115.132.6.42,2021-08-01,01:52:36,https://www.youtube.com/,2021-08-01,01:52:36,https://www.youtube.com/,/tools/mseml,200,tool,mseml
117.252.12.2,2021-08-18,21:10:27,https://www.youtube.com/,2021-08-25,11:40:45,https://nanohub.org/resources,/resources/browse?search=perovskite,200,tool,browse
122.178.34.246,2021-08-09,07:16:39,https://www.youtube.com/,2021-08-09,07:16:39,https://www.youtube.com/,/tools/jupyter,200,tool,jupyter
124.13.174.116,2021-08-12,22:21:22,https://www.youtube.com/,2021-08-12,21:11:32,https://nanohub.org/resources/agpvsim,/resources/30961/about,200,tool,30961
124.13.174.116,2021-08-12,22:21:22,https://www.youtube.com/,2021-08-12,01:25:55,https://www.youtube.com/,/resources/agpvsim,200,tool,agpvsim
1.245.47.82,2021-08-27,00:38:10,https://www.youtube.com/,2021-08-26,04:18:59,https://nanohub.org/resources/?type=tools&task=browsetags&atg=all&d=0&sortby=title&pretype=87&id=&preinput=&preinput2=,/resources/MCTrigate,200,tool,MCTrigate
1.245.47.82,2021-08-27,00:38:10,https://www.youtube.com/,2021-08-26,04:15:20,,/tools/pcpbt,200,tool,pcpbt
1.245.47.82,2021-08-27,00:38:10,https://www.youtube.com/,2021-08-04,23:09:55,https://nanohub.org/resources/tools,/tools/s4sim/invoke/36,302,tool,s4sim
126.66.160.74,2021-08-21,03:24:33,https://www.youtube.com/,2021-08-29,23:53:51,https://nanohub.org/resources/dimredmatdecmp/usage,/resources/dimredmatdecmp/citations,200,tool,dimredmatdecmp
126.66.160.74,2021-08-21,03:24:33,https://www.youtube.com/,2021-08-30,00:18:44,,/tools/nnrf,200,tool,nnrf
128.210.106.34,2021-08-26,11:14:47,https://www.youtube.com/,2021-08-30,09:43:30,https://nanohub.org/members/myaccount,/tools/chm37301,200,tool,chm37301
128.210.106.65,2021-08-26,10:41:55,https://www.youtube.com/,2021-08-26,07:05:14,https://nanohub.org/tools/chm37301,/resources/chm37301,200,tool,chm37301
128.210.106.65,2021-08-26,10:41:55,https://www.youtube.com/,2021-08-24,12:32:33,https://nanohub.org/search?terms=jupyter51,/resources/jupyter51,200,tool,jupyter51
128.210.106.65,2021-08-26,10:41:55,https://www.youtube.com/,2021-08-24,12:25:31,https://nanohub.org/search?terms=jupyter,/resources/jupyterexamples,200,tool,jupyterexamples
128.210.106.65,2021-08-26,10:41:55,https://www.youtube.com/,2021-08-30,06:17:55,https://www.google.com/,/resources/purdueme581,200,tool,purdueme581
128.210.106.65,2021-08-26,10:41:55,https://www.youtube.com/,2021-08-30,17:38:16,https://nanohub.org/tools/chm37301/invoke/4,/tools/chm37301_r4/session?sess=1881948,302,tool,chm37301_r4
128.210.107.84,2021-08-30,09:35:22,https://www.youtube.com/,2021-08-31,13:08:52,,/resources/jupyter,200,tool,jupyter
128.210.107.84,2021-08-30,09:35:22,https://www.youtube.com/,2021-08-24,12:18:48,,/resources/jupyter51,200,tool,jupyter51
128.210.107.84,2021-08-30,09:35:22,https://www.youtube.com/,2021-08-24,12:31:04,https://nanohub.org/resources/purdueme581/usage,/resources/purdueme581/about,200,tool,purdueme581
128.210.107.84,2021-08-30,09:35:22,https://www.youtube.com/,2021-08-23,07:03:20,https://www.google.com/,/resources/straincomp,200,tool,straincomp
128.210.107.84,2021-08-30,09:35:22,https://www.youtube.com/,2021-08-25,09:45:29,https://nanohub.org/members/myaccount,/tools/chm37301,200,tool,chm37301
128.210.107.84,2021-08-30,09:35:22,https://www.youtube.com/,2021-08-26,10:41:54,,/tools/crystal_viewer,200,tool,crystal_viewer
128.210.107.84,2021-08-30,09:35:22,https://www.youtube.com/,2021-08-24,12:19:15,,/tools/jupyter70,200,tool,jupyter70
128.210.107.84,2021-08-30,09:35:22,https://www.youtube.com/,2021-08-24,12:43:48,https://nanohub.org/tools/purdueme581/invoke/68,/tools/purdueme581_r68/stop?sess=1878914,302,tool,purdueme581_r68
128.62.23.133,2021-08-05,08:29:13,https://accounts.youtube.com/,2021-08-05,08:30:58,https://nanohub.org/members/332638/dashboard,/tools/tellurium/invoke/14,302,tool,tellurium
128.62.26.23,2021-08-02,07:37:01,https://accounts.youtube.com/,2021-08-02,09:25:17,https://nanohub.org/members/332638/dashboard,/tools/cc3dbase4x,200,tool,cc3dbase4x
128.62.26.23,2021-08-02,07:37:01,https://accounts.youtube.com/,2021-08-02,10:06:31,https://nanohub.org/tools/cc3dbase4x/invoke/12,/tools/cc3dbase4x_r12/session?sess=1871439,200,tool,cc3dbase4x_r12
128.62.26.23,2021-08-02,07:37:01,https://accounts.youtube.com/,2021-08-02,09:29:16,https://nanohub.org/members/332638/dashboard,/tools/jupyter,200,tool,jupyter
128.62.26.23,2021-08-02,07:37:01,https://accounts.youtube.com/,2021-08-02,09:29:26,https://nanohub.org/tools/jupyter/invoke/9,/tools/jupyter_r9/session?sess=1871309,302,tool,jupyter_r9
128.62.26.23,2021-08-02,07:37:01,https://accounts.youtube.com/,2021-08-02,07:37:39,https://nanohub.org/members/332638/dashboard,/tools/tellurium/session?sess=1870665,302,tool,tellurium
128.62.40.153,2021-08-06,08:09:02,https://accounts.youtube.com/,2021-08-06,08:01:45,,/tools/cc3dbase4x,200,tool,cc3dbase4x
130.160.56.1,2021-08-22,13:17:23,https://www.youtube.com/,2021-08-22,13:35:57,https://www.google.com/,/resources/handsonpinns,200,tool,handsonpinns
130.18.104.67,2021-08-06,10:02:27,https://www.youtube.com/,2021-08-06,10:03:54,,/resources/22510,200,tool,22510
130.18.104.67,2021-08-06,10:02:27,https://www.youtube.com/,2021-08-06,09:26:42,https://nanohub.org/groups/materials/simulation_tools/md_tools,/resources/matsimtk,200,tool,matsimtk
130.18.104.67,2021-08-06,10:02:27,https://www.youtube.com/,2021-08-06,09:58:11,https://www.youtube.com/,/tools/nanomatmech/,200,tool,nanomatmech
130.225.198.161,2021-08-03,23:50:53,https://www.youtube.com/,2021-08-03,23:50:30,https://nanohub.org/resources/handsonpinns/supportingdocs,/resources/handsonpinns/about,200,tool,handsonpinns
130.70.10.137,2021-08-24,08:42:48,https://accounts.youtube.com/,2021-08-24,08:42:19,https://nanohub.org/resources/tools,/tools/lammpstool/invoke/46,302,tool,lammpstool
130.74.58.28,2021-08-06,14:54:49,https://www.youtube.com/,2021-08-06,14:43:06,https://nanohub.org/,/resources/draft?step=1&type=1,200,tool,draft
130.74.58.28,2021-08-06,14:54:49,https://www.youtube.com/,2021-08-06,14:54:50,https://www.youtube.com/,/resources/jupyter,200,tool,jupyter
130.74.58.28,2021-08-06,14:54:49,https://www.youtube.com/,2021-08-06,14:55:34,https://nanohub.org/resources/mseml/versions,/resources/mseml/supportingdocs,200,tool,mseml
130.74.58.28,2021-08-06,14:54:49,https://www.youtube.com/,2021-08-06,14:45:21,,/tools/matdatarepo,200,tool,matdatarepo
131.155.186.168,2021-08-12,02:17:39,https://www.youtube.com/,2021-08-18,05:41:35,https://www.google.com/,/resources/handsonpinns,200,tool,handsonpinns
13.212.42.138,2021-08-31,01:28:23,https://www.youtube.com/,2021-08-31,01:35:11,https://nanohub.org/resources/handsonpinns/citations,/resources/handsonpinns/about,200,tool,handsonpinns
132.180.104.25,2021-08-16,06:01:08,https://www.youtube.com/,2021-08-16,06:01:08,https://www.youtube.com/,/tools/intromllab,200,tool,intromllab
132.226.118.113,2021-08-07,06:05:45,https://accounts.youtube.com/,2021-08-07,05:56:17,https://www.google.com/,/resources/3982,200,tool,3982
132.226.118.113,2021-08-07,06:05:45,https://accounts.youtube.com/,2021-08-07,06:00:55,https://nanohub.org/resources/tools?view=tags,/resources/cndo,200,tool,cndo
132.226.118.113,2021-08-07,06:05:45,https://accounts.youtube.com/,2021-08-07,06:01:04,https://nanohub.org/resources/tools?view=tags,/resources/orcatool,200,tool,orcatool
132.226.118.113,2021-08-07,06:05:45,https://accounts.youtube.com/,2021-08-07,06:23:52,https://nanohub.org/resources/?type=tools&task=browsetags&atg=all&d=0&sortby=title&pretype=9&id=&preinput=&preinput2=,/resources/qclab,200,tool,qclab
132.226.118.113,2021-08-07,06:05:45,https://accounts.youtube.com/,2021-08-07,06:21:04,https://nanohub.org/,/tools,200,tool,
132.226.118.113,2021-08-07,06:05:45,https://accounts.youtube.com/,2021-08-07,06:22:21,https://nanohub.org/resources/?type=tools&task=browsetags&atg=all&d=0&sortby=title&pretype=9&id=&preinput=&preinput2=,/tools/nmst_dft/invoke/96,302,tool,nmst_dft
133.3.201.132,2021-08-10,22:51:14,https://www.youtube.com/,2021-08-10,23:36:03,https://www.google.com/,/resources/handsonpinns,200,tool,handsonpinns
134.130.209.141,2021-08-16,09:49:29,https://www.youtube.com/,2021-08-16,06:23:51,https://www.google.com/,/resources/handsonpinns,200,tool,handsonpinns
134.130.209.141,2021-08-16,09:49:29,https://www.youtube.com/,2021-08-16,06:49:26,https://nanohub.org/resources/30006/supportingdocs,/resources/nanomatmech,200,tool,nanomatmech
134.130.209.141,2021-08-16,09:49:29,https://www.youtube.com/,2021-08-16,06:40:51,https://nanohub.org/groups/materials/sim_powered_assts,/resources/youngsmod,200,tool,youngsmod
134.130.209.141,2021-08-16,09:49:29,https://www.youtube.com/,2021-08-16,09:50:36,https://nanohub.org/groups/ml/simulationtools,/tools/tftutorials,200,tool,tftutorials
134.134.137.83,2021-08-25,17:23:16,https://www.youtube.com/,2021-08-25,23:00:00,https://www.google.com/,/resources/s4sim,200,tool,s4sim
134.134.137.83,2021-08-25,17:23:16,https://www.youtube.com/,2021-08-25,17:23:16,https://www.youtube.com/,/tools/mldefect,200,tool,mldefect
134.134.139.70,2021-08-25,13:58:35,https://accounts.youtube.com/,2021-08-25,15:03:59,https://nanohub.org/resources/6318,/resources/5359,200,tool,5359
134.134.139.70,2021-08-25,13:58:35,https://accounts.youtube.com/,2021-08-25,15:02:56,https://nanohub.org/resources/omenwire/usage,/resources/omenwire/questions,200,tool,omenwire
134.147.175.97,2021-08-23,01:58:19,https://www.youtube.com/,2021-08-23,01:58:19,https://www.youtube.com/,/tools/intromllab,200,tool,intromllab
134.147.254.208,2021-08-01,14:53:52,https://www.youtube.com/watch?v=fxnErZUn0-w,2021-08-01,14:55:56,https://nanohub.org/resources/34744,/resources/imagesegment,200,tool,imagesegment
134.147.254.245,2021-08-01,11:08:26,https://www.youtube.com/watch?v=VagRsuPrctQ,2021-08-01,11:08:26,https://www.youtube.com/watch?v=VagRsuPrctQ,/tools/imagesegment,200,tool,imagesegment
134.147.254.42,2021-08-24,02:25:37,https://www.youtube.com/,2021-08-24,02:25:33,https://www.youtube.com/,/tools/intromllab,200,tool,intromllab
134.147.254.42,2021-08-24,02:25:37,https://www.youtube.com/,2021-08-24,02:25:37,https://www.youtube.com/,/tools/jupyter,200,tool,jupyter
134.226.128.28,2021-08-10,06:58:01,https://www.youtube.com/,2021-08-10,06:24:28,https://nanohub.org/resources/nanomatmech/usage,/resources/nanomatmech/citations,200,tool,nanomatmech
134.226.128.28,2021-08-10,06:58:01,https://www.youtube.com/,2021-08-11,09:04:58,https://www.google.com/,/resources/struc2lammpsdf,200,tool,struc2lammpsdf
136.49.120.78,2021-08-01,06:17:53,https://accounts.youtube.com/,2021-08-01,06:46:09,https://nanohub.org/members/332638/dashboard,/tools/cc3dbase4x,200,tool,cc3dbase4x
136.49.120.78,2021-08-01,06:17:53,https://accounts.youtube.com/,2021-08-01,07:46:03,https://nanohub.org/tools/tellurium/invoke/14,/tools/cc3dbase4x_r12/session?sess=1870564,200,tool,cc3dbase4x_r12
136.49.120.78,2021-08-01,06:17:53,https://accounts.youtube.com/,2021-08-01,06:47:52,https://nanohub.org/members/332638/dashboard,/tools/tellurium,200,tool,tellurium
136.49.120.78,2021-08-01,06:17:53,https://accounts.youtube.com/,2021-08-01,07:46:14,https://nanohub.org/tools/tellurium/invoke/14,/tools/tellurium_r14/session?sess=1870586,302,tool,tellurium_r14
137.132.119.1,2021-08-02,06:14:45,https://www.youtube.com/,2021-08-21,00:36:48,https://www.google.com/,/resources/oommf,200,tool,oommf
137.132.119.1,2021-08-02,06:14:45,https://www.youtube.com/,2021-08-06,21:46:11,http://strachanlab.org/,/tools,200,tool,
137.132.119.1,2021-08-02,06:14:45,https://www.youtube.com/,2021-08-06,21:46:37,https://nanohub.org/tools/purdueme581/wiki,/tools/images/forge.png,200,tool,images
137.132.119.1,2021-08-02,06:14:45,https://www.youtube.com/,2021-08-06,21:46:36,https://nanohub.org/tools/purdueme581/chrome/common/css/wiki.css,/tools/purdueme581/chrome/common/css/code.css,200,tool,purdueme581
137.220.74.47,2021-08-30,16:13:13,https://www.youtube.com/,2021-08-30,16:13:47,https://www.google.com/,/resources/handsonpinns,200,tool,handsonpinns
138.23.112.73,2021-08-14,17:21:03,https://www.youtube.com/,2021-08-14,17:19:07,https://www.youtube.com/,/resources/jupyter,200,tool,jupyter
138.23.112.73,2021-08-14,17:21:03,https://www.youtube.com/,2021-08-04,14:46:01,https://www.google.com/,/resources/mseml,200,tool,mseml
138.23.112.73,2021-08-14,17:21:03,https://www.youtube.com/,2021-08-14,17:18:44,https://proxy.nanohub.org/,/tools/anonymous/stop?sess=1875596,302,tool,anonymous
138.23.112.73,2021-08-14,17:21:03,https://www.youtube.com/,2021-08-13,16:43:36,https://www.youtube.com/,/tools/maml,200,tool,maml
138.246.3.49,2021-08-26,07:58:00,https://www.youtube.com/,2021-08-26,07:48:54,https://nanohub.org/resources/handsonpinns/usage,/resources/handsonpinns/citations,200,tool,handsonpinns
1.39.222.47,2021-08-19,18:01:29,https://www.youtube.com/,2021-08-19,17:39:31,https://www.google.com/,/resources/handsonpinns,200,tool,handsonpinns
140.0.61.224,2021-08-06,01:27:26,https://www.youtube.com/,2021-08-06,01:27:47,https://nanohub.org/resources/intromllab/usage,/resources/intromllab/about,200,tool,intromllab
140.186.188.37,2021-08-31,09:32:24,https://www.youtube.com/,2021-08-23,00:01:29,https://www.google.com/,/resources/polymod,200,tool,polymod
14.139.123.36,2021-08-20,13:07:24,https://www.youtube.com/,2021-08-12,03:04:13,https://www.google.com/,/resources/mseml,200,tool,mseml
14.139.123.36,2021-08-20,13:07:24,https://www.youtube.com/,2021-08-21,05:01:17,https://nanohub.org/resources/tools,/tools/dda/invoke/249,302,tool,dda
14.139.123.36,2021-08-20,13:07:24,https://www.youtube.com/,2021-08-21,04:54:42,https://nanohub.org/resources/tools,/tools/ddaplus/invoke/253,302,tool,ddaplus
14.139.123.36,2021-08-20,13:07:24,https://www.youtube.com/,2021-08-21,04:56:18,https://accounts.google.com/,/tools/nanoparticle/invoke/16,200,tool,nanoparticle
